"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Clics de otro tipo","Consumo de segmentación del público coincidente (Photo Click)","Clics en el enlace",REELS_PLAYS:COUNT,"Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
992085232958809,100064720237286,"Alcaldía de Tuluá","5 de noviembre | Día de la Policía Nacional.

133 años siendo los héroes que velan día a día por nuestra seguridad. ¡Felicidades Policía Nacional de los Colombianos! 💪🏻✅

Gracias por cuidarnos siempre. #ParaSerFelices 💙",,0,"11/05/2024 07:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0p5PWcjbPCcoE9ViF6pJb4GJvXimtg24tgD4oCccsJzUw8nEpEQJ4LJR6NjVThv7Gl,0,0,Fotos,,,,,Total,879,820,27,20,1,6,4,2,2,,,,,,,
990937136406952,100064720237286,"Alcaldía de Tuluá","🚨 ¡Más de 80 motocicletas recuperadas en Tuluá durante 2024!✅

Gracias al trabajo de la Policía Nacional, durante este año, se ha obtenido una reducción del 42% en los hurtos, con 118 casos reportados. ¡Continuamos trabajando para mantener la seguridad en nuestro municipio! #ParaSerFelices 💙🙌🏼","🚨 ¡Más de 80 motocicletas recuperadas en Tuluá durante 2024!✅

Gracias al trabajo de la Policía Nacional, durante este año, se ha obtenido una reducción del 42% en los hurtos, con 118 casos reportados. ¡Continuamos trabajando para mantener la seguridad en nuestro municipio! #ParaSerFelices 💙🙌🏼",67,"11/03/2024 17:28",uploaded,https://www.facebook.com/reel/1600311770862784/,1,0,Reels,,,,,Total,963,873,54,44,0,10,0,,,,1477,11545.871,8.312,0,0,
990028319831167,100064720237286,"Alcaldía de Tuluá","Alcaldía de Tuluá actualizó su foto de portada.",,0,"11/02/2024 12:40",N/A,https://www.facebook.com/photo.php?fbid=990028319831167&set=a.404265015074170&type=3,0,0,Fotos,,,,,Total,42,39,30,28,1,1,0,,,,,,,,,
989970109836988,100064720237286,"Alcaldía de Tuluá","Conoce las noticias más importantes de esta semana en nuestro resumen “45 segundos #ParaSerFelices”💙✅","Conoce las noticias más importantes de esta semana en nuestro resumen “45 segundos #ParaSerFelices”💙✅",68,"11/02/2024 10:33",uploaded,https://www.facebook.com/reel/427416503508269/,1,0,Reels,,,,,Total,900,806,42,35,0,7,0,,,,1114,8934.275,8.907,0,0,
989901936510472,100064720237286,"Alcaldía de Tuluá","¡70% de descuento con el Papayazo Tributario en noviembre! 💰✨

Ponte al día con tus impuestos y obtén un 70% de descuento en intereses de mora durante noviembre y diciembre. ¡No dejes pasar esta gran oportunidad!💪🏼 #PapayazoTributario #ParaSerFelices ✅🙌🏼","¡70% de descuento con el Papayazo Tributario en noviembre! 💰✨

Ponte al día con tus impuestos y obtén un 70% de descuento en intereses de mora durante noviembre y diciembre. ¡No dejes pasar esta gran oportunidad!💪🏼 #PapayazoTributario #ParaSerFelices ✅🙌🏼",58,"11/02/2024 08:39",uploaded,https://www.facebook.com/reel/1251662132647178/,1,0,Reels,,,,,Total,816,728,45,35,2,8,0,,,,1012,6958.348,7.514,0,0,
989298386570827,100064720237286,"Alcaldía de Tuluá","¡23 motos inmovilizadas y 33 comparendos durante caravanas ilegales!🚨🚔                                                                      Con más de 30 órdenes de comparando, 23 motos inmovilizadas y 5 menores aprehendidos, la Administración Municipal y la Fuerza Pública, realizó un exitoso operativo de control que garantizó la seguridad y tranquilidad de nuestras calles. Sin homicidios ni accidentes, nuestra comunidad disfrutó de la celebración con paz. Agradecemos a todos por su colaboración y recordamos que seguimos trabajando juntos para promover la convivencia y la felicidad en nuestro municipio. 🙌🏼#ParaSerFelices 💙","¡23 motos inmovilizadas y 33 comparendos durante caravanas ilegales!🚨🚔                                                                      Con más de 30 órdenes de comparando, 23 motos inmovilizadas y 5 menores aprehendidos, la Administración Municipal y la Fuerza Pública, realizó un exitoso operativo de control que garantizó la seguridad y tranquilidad de nuestras calles. Sin homicidios ni accidentes, nuestra comunidad disfrutó de la celebración con paz. Agradecemos a todos por su colaboración y recordamos que seguimos trabajando juntos para promover la convivencia y la felicidad en nuestro municipio. 🙌🏼#ParaSerFelices 💙",86,"11/01/2024 12:28",N/A,https://www.facebook.com/reel/1486112125439104/,0,0,Reels,,,,,Total,878,807,63,48,5,10,0,,,,1264,15954.964,14.007,0,0,
1944282646080843,100064720237286,"Alcaldía de Tuluá","¡Encuentros con el Alcalde!","Bienvenidos a este espacio con nuestro alcalde @[100050197852350:2048:Gustavo Vélez], donde interactuaremos con nuestra comunidad tulueña. #ParaSerFelices 💙",3228,"11/01/2024 10:06",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1944282646080843/,0,0,"En vivo",,,,,Total,2877,2704,510,367,126,17,,,,,4914,303525.695,75.881,0,,
989162096584456,100064720237286,"Alcaldía de Tuluá","🚧 ¡Alcaldía recuperó las vías del Callejón morales !🚧 

Con la Secretaría de Hábitat e Infraestructura, avanzamos en el Mejoramiento de la infraestructura vial con 2 kilómetros de fresado en el Callejón Morales. Esta importante obra busca conectar nuestro municipio y mejorar la movilidad, gracias al trabajo articulado con la empresa PISA. ¡Juntos construimos un mejor futuro! #ParaSerFelices 💙🙌🏼","🚧 ¡Alcaldía recuperó las vías del Callejón morales !🚧 

Con la Secretaría de Hábitat e Infraestructura, avanzamos en el Mejoramiento de la infraestructura vial con 2 kilómetros de fresado en el Callejón Morales. Esta importante obra busca conectar nuestro municipio y mejorar la movilidad, gracias al trabajo articulado con la empresa PISA. ¡Juntos construimos un mejor futuro! #ParaSerFelices 💙🙌🏼",61,"11/01/2024 08:23",uploaded,https://www.facebook.com/reel/1626529828298809/,1,0,Reels,,,,,Total,1006,925,57,49,1,7,0,,,,1326,16242.648,13.513,0,0,
988643573302975,100064720237286,"Alcaldía de Tuluá","🎃 ¡Halloween mágico en Tuluá! 👻

Hoy los niños y niñas pasaron una tarde mágica en la celebración de Halloween de la Central de Transportes. Con un espacio lleno de sorpresas: regalos, rifas emocionantes y magia que nos hizo felices a todos. 🪄✨

Los niños disfrutaron, jugaron y se llevaron recuerdos inolvidables.

💖 ¡Gracias por un Halloween espectacular #ParaSerFelices!🎉",,0,"10/31/2024 17:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid027h3pkh926Wsb6TrPPJP1YSL1qmrahgL8P7VhLHuXHRjh9sg2NnXMr2jH5zP75cNCl,0,0,Fotos,,,,,Total,3818,3714,92,79,2,11,1301,114,1187,,,,,,,
1095563902166491,100064720237286,"Alcaldía de Tuluá","Live Coordinación Mujer","Hoy desde la campaña: En mi Admiración Tuluá, Yo Puedo, nos acompaña: La Coordinadora del programa de Mujer Sandra González, desde la secretaria de Bienestar Social con el tema: Beneficios, requisitos e información sobre el programa de Mujer de la administración municipal",2303,"10/31/2024 13:07",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1095563902166491/,0,0,"En vivo",,,,,Total,805,767,95,82,12,1,,,,,2413,37664.096,18.841,0,,
988479556652710,100064720237286,"Alcaldía de Tuluá","🎃✨ ¡Trabajamos articulado por un Halloween feliz!🎉 

La Administración Municipal y la Policía Nacional se unen para garantizar que todos disfruten de esta celebración con tranquilidad. Juntos, estamos comprometidos con la seguridad de nuestros tulueños.
 ¡Celebremos con alegría y responsabilidad! 👮‍♂️👻 #HalloweenSeguro #ParaSerFelices","🎃✨ ¡Trabajamos articulado por un Halloween feliz!🎉 

La Administración Municipal y la Policía Nacional se unen para garantizar que todos disfruten de esta celebración con tranquilidad. Juntos, estamos comprometidos con la seguridad de nuestros tulueños.
 ¡Celebremos con alegría y responsabilidad! 👮‍♂️👻 #HalloweenSeguro #ParaSerFelices",61,"10/31/2024 11:27",uploaded,https://www.facebook.com/reel/1537783067616366/,1,0,Reels,,,,,Total,1109,1018,63,48,14,1,0,,,,1277,16573.983,14.864,0,0,
988361043331228,100064720237286,"Alcaldía de Tuluá","🎃👻 Halloween Seguro y Saludable 💪🏼

¡Este Halloween, te invitamos a disfrutar de una noche llena de diversión y seguridad! Aquí te dejamos algunos tips para garantizar un Halloween seguro para tus pequeños. ¡Disfrutemos de un Halloween en familia y seguros! 🎉👻💙 #ParaSerFelices #HalloweenSeguro",,0,"10/31/2024 08:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0E8soZeVjLgoF8ZYWFSMdTF5JphN1jYjbmJQesDSvmxvLbBygdLbno4GgxnCdmZyZl,0,0,Fotos,,,,,Total,829,809,10,10,0,0,50,11,39,,,,,,,
1712612299580088,100064720237286,"Alcaldía de Tuluá","Live con Coordinadora Adulto Mayor","Hoy desde la campaña: En mi Admiración Tuluá, Yo Puedo, nos acompaña: La Coordinadora del programa Adulto Mayor Gimena Molina, desde la secretaria de Bienestar Social con el tema: Beneficios, requisitos e información sobre el programa de Adulto Mayor de la administración municipal",2294,"10/31/2024 08:07",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1712612299580088/,0,0,"En vivo",,,,,Total,869,860,44,37,5,2,,,,,2051,20263.485,11.409,0,,
987852620048737,100064720237286,"Alcaldía de Tuluá","¡Mejoramos la conectividad en nuestra zona rural! 🚜✨

Hemos intervenido más de 18 kilómetros lineales con canalización, embalastramiento y cuneteo, gracias al trabajo de la Administración Municipal a través de la Secretaría de Hábitat e Infraestructura. 🛤️💪 Nuestro objetivo es asegurar que todas las comunidades tengan acceso a vías en óptimas condiciones. ¡Seguimos construyendo un Tuluá más conectado! 🌱 #ParaSerFelices 💙💪🏼","¡Mejoramos la conectividad en nuestra zona rural! 🚜✨

Hemos intervenido más de 18 kilómetros lineales con canalización, embalastramiento y cuneteo, gracias al trabajo de la Administración Municipal a través de la Secretaría de Hábitat e Infraestructura. 🛤️💪 Nuestro objetivo es asegurar que todas las comunidades tengan acceso a vías en óptimas condiciones. ¡Seguimos construyendo un Tuluá más conectado! 🌱 #ParaSerFelices 💙💪🏼",68,"10/30/2024 16:40",uploaded,https://www.facebook.com/reel/1097190118600876/,1,0,Reels,,,,,Total,977,940,50,42,1,7,0,,,,1718,13356.499,8.673,0,0,
987789106721755,100064720237286,"Alcaldía de Tuluá","🚨 ¡Caen integrantes de “La Inmaculada”! 📣

La Policía Nacional realizó la captura de Darlien “Peluco” Acevedo, implicado en los asesinatos del exconcejal Carlos Arturo Londoño y la funcionaria Clarivet Ocampo. ¡Continuamos trabajando por la justicia en nuestro municipio! 💥💪🏼 #ParaSerFelices #OperaciónTuluá","🚨 ¡Caen integrantes de “La Inmaculada”! 📣

La Policía Nacional realizó la captura de Darlien “Peluco” Acevedo, implicado en los asesinatos del exconcejal Carlos Arturo Londoño y la funcionaria Clarivet Ocampo. ¡Continuamos trabajando por la justicia en nuestro municipio! 💥💪🏼 #ParaSerFelices #OperaciónTuluá",67,"10/30/2024 14:03",uploaded,https://www.facebook.com/reel/501218749602981/,1,0,Reels,,,,,Total,1555,1512,130,107,5,18,0,,,,3727,57057.443,17.206,0,0,
1491161731599174,100064720237286,"Alcaldía de Tuluá","Hasta el último día del año","Hoy desde la campaña: Hasta el último día del año, nos acompaña: El secretario de Hacienda Oscar Calambas, con el tema: Descuentos del papayazo tributario",1781,"10/30/2024 13:02",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1491161731599174/,0,0,"En vivo",,,,,Total,828,819,82,69,9,4,,,,,2320,39327.611,21.573,0,,
1205766237352219,100064720237286,"Alcaldía de Tuluá","Programa de Diversidad Sexual","Hoy desde la campaña: Yo Puedo, nos acompaña: El  Coordinador del programa de Diversidad Sexual  John Padilla, desde la secretaria de Bienestar Social con el tema: Beneficios, requisitos e información sobre el programa de Diversidad Sexual de la administración municipal",3183,"10/30/2024 08:21",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1205766237352219/,0,0,"En vivo",,,,,Total,1005,971,71,64,4,3,,,,,2125,29587.909,17.476,0,,
987079770126022,100064720237286,"Alcaldía de Tuluá","¡Jornadas de salud para toda nuestra población!🏥🩺

Hoy estuvimos en la Plaza Cívica Boyacá, brindando un servicio más cercano a las poblaciones más vulnerables. Con la Secretaría de Salud, Entidades Promotoras, Equipos Básicos en Salud y Plan de Intervenciones Colectivas del @hospitalrubencruzvelez, se brindó atención médica, salud mental y pruebas rápidas de VIH.💪🏼 Además, el Departamento de Planeación asistió con atención  SISBÉN, garantizando el acceso a programas de asistencia social. Estas acciones reafirman nuestro compromiso con un Tuluá más saludable y equitativo #ParaSerFelices ✅💙",,0,"10/29/2024 15:36",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02BRPpewdTMmYmjMVkGMUVHyAhMbaeiSDkmrTo9EupW43pnH7bSoTCzUHpqcykbv38l,0,0,Fotos,,,,,Total,2445,2376,38,28,3,7,225,18,207,,,,,,,
986902580143741,100064720237286,"Alcaldía de Tuluá","¡Muy pronto regresará el Palacio de Justicia!✌🏽✅

Este año, hemos trabajado sin descanso para recuperar este espacio vital para nuestra comunidad. Muy pronto, el Palacio de Justicia, que había sido destruido en 2021, volverá a brillar. ✨

Con esta entrega, damos un paso más hacia un Tuluá #ParaSerFelices 💙💪🏼","¡Muy pronto regresará el Palacio de Justicia!✌🏽✅

Este año, hemos trabajado sin descanso para recuperar este espacio vital para nuestra comunidad. Muy pronto, el Palacio de Justicia, que había sido destruido en 2021, volverá a brillar. ✨

Con esta entrega, damos un paso más hacia un Tuluá #ParaSerFelices 💙💪🏼",43,"10/29/2024 09:46",uploaded,https://www.facebook.com/reel/941620724556440/,1,0,Reels,,,,,Total,1084,1066,113,83,7,23,0,,,,1912,15119.625,8.805,0,0,
849899427295265,100064720237286,"Alcaldía de Tuluá","Programa Colombia Mayor","Hoy desde la campaña: Yo Puedo, nos acompaña: La Coordinadora del programa de Colombia Mayor Yeny Salguero, desde la secretaria de Bienestar Social con el tema: Beneficios, requisitos e información sobre el programa de Colombia Mayor de la administración municipal",2058,"10/29/2024 08:01",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/849899427295265/,0,0,"En vivo",,,,,Total,849,838,74,61,9,4,,,,,1815,27830.518,18.036,0,,
986359000198099,100064720237286,"Alcaldía de Tuluá","¡Aprovecha los últimos días de octubre con el Papayazo Tributario! 🙌🏼✅

No dejes pasar la oportunidad de obtener un 80% de descuento en intereses al pagar tus impuestos. 

¡Contribuye al crecimiento de Tuluá! 💙✨

Juntos, seguimos construyendo un mejor futuro #ParaSerFelices ✌🏽","¡Aprovecha los últimos días de octubre con el Papayazo Tributario! 🙌🏼✅

No dejes pasar la oportunidad de obtener un 80% de descuento en intereses al pagar tus impuestos. 

¡Contribuye al crecimiento de Tuluá! 💙✨

Juntos, seguimos construyendo un mejor futuro #ParaSerFelices ✌🏽",72,"10/28/2024 16:01",uploaded,https://www.facebook.com/reel/8510365775748738/,1,0,Reels,,,,,Total,1211,1143,166,139,12,15,0,,,,2584,22626.967,9.575,0,0,
985692520264747,100064720237286,"Alcaldía de Tuluá","¡Tuluá vuelve a soñar, a sonreír!✨💙🪄

El Mundo de la Fantasía iluminó el rostro de 8000 tulueños que soñaron y participaron de este gran espacio para la familia. Cada niño y cada padre recordará este gran día que hemos vivido lleno de magia y diversión  #ParaSerFelices 🪄💙✨ ¡GRACIAS POR SER PARTE DE NUESTRA ALEGRÍA!🙌🏼🤩","¡Tuluá vuelve a soñar, a sonreír!✨💙🪄

El Mundo de la Fantasía iluminó el rostro de 8000 tulueños que soñaron y participaron de este gran espacio para la familia. Cada niño y cada padre recordará este gran día que hemos vivido lleno de magia y diversión  #ParaSerFelices 🪄💙✨ ¡GRACIAS POR SER PARTE DE NUESTRA ALEGRÍA!🙌🏼🤩",68,"10/27/2024 19:00",uploaded,https://www.facebook.com/reel/521965300728952/,1,0,Reels,,,,,Total,1286,1216,122,103,4,15,0,,,,2991,25848.351,10.196,0,0,
985341453633187,100064720237286,"Alcaldía de Tuluá","Conoce las noticias más importantes de esta semana en nuestro resumen “45 segundos #ParaSerFelices”💙✅","Conoce las noticias más importantes de esta semana en nuestro resumen “45 segundos #ParaSerFelices”💙✅",78,"10/27/2024 08:00",N/A,https://www.facebook.com/reel/1055474442939255/,1,0,Reels,,,,,Total,1092,995,86,74,1,11,0,,,,1450,11299.147,8.645,0,0,
984933583673974,100064720237286,"Alcaldía de Tuluá","MUNDO DE LA FANTASÍA 👻 vivimos hoy con todos los niños del CORAZÓN DEL VALLE 😍💙","MUNDO DE LA FANTASÍA 👻 vivimos hoy con todos los niños del CORAZÓN DEL VALLE 😍💙",69,"10/26/2024 19:45",uploaded,https://www.facebook.com/reel/567232139175256/,0,0,Reels,,,,,Total,4674,4607,584,459,63,62,0,,,,9881,128057.976,14.228,0,0,
984860417014624,100064720237286,"Alcaldía de Tuluá","¡Gracias, Tuluá! 🙏🏼✨💙

Más de 5,000 niños y niñas disfrutaron del “Mundo de la Fantasía” este Halloween, y todo fue posible gracias a su participación. Agradecemos a cada tulueño que se unió a esta celebración mágica. Juntos, estamos construyendo un Tuluá mejor, donde nuestro lema “#Para SerFelices” cobra vida. ¡Sigamos trabajando juntos por nuestra comunidad! 💪✨🪄",,0,"10/26/2024 17:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0FHiKqgPoW1vwr7V1PYaHEYz6v8ZxyT3ijpry9uxGuVRzRGsvqH5VYBBgB8P2ytJal,0,0,Fotos,,,,,Total,6753,6283,185,151,18,16,2600,293,2307,,,,,,,
984804937020172,100064720237286,"Alcaldía de Tuluá","¡Tuluá continúa llenándose de Magia en el “Mundo de la Fantasía”! 🎃✨

Seguimos ofreciendo a los niños y niñas espacios llenos de magia y diversión. Este evento está repleto de sorpresas y actividades emocionantes para toda la familia. ¡Únete a nosotros y celebra un Halloween inolvidable!🪄🙌🏼💙",,0,"10/26/2024 14:59",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0s61rHZmupihnPkdfpcJckSkmsXaFfC3bXGQdAguyMSw6Crhiy9dYaPTiVgGzUiQhl,0,0,Fotos,,,,,Total,5331,5265,148,123,7,18,1902,261,1641,,,,,,,
984750313692301,100064720237286,"Alcaldía de Tuluá","En el Mundo de la Fantasía, los niños y niñas son nuestra prioridad, por eso, hoy firmamos el Pacto por la Niñez✨🪄💙 #ParaSerFelices 🪄🤩",,0,"10/26/2024 13:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0ANEmBuWvjwhtX8e6UDZ2eUN8UeHk3A1GN23MGgP9rnJmgkzMKj2xsoRmhLYanGpNl,0,0,Fotos,,,,,Total,2747,2674,81,63,6,12,182,29,153,,,,,,,
984736253693707,100064720237286,"Alcaldía de Tuluá","¡Continuamos siendo felices en el Mundo de la Fantasía! 🎉✨

Las familias tulueños están disfrutando de este espacio mágico de forma gratuita. Aquí, cada sonrisa se convierte en un recuerdo inolvidable y cada momento es una celebración de alegría. ¡No se lo pierdan! ✨💙 #ParaSerFelices 🙌🏼",,0,"10/26/2024 12:30",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Cfh5WLuMnCYqxiN3GU7yZGttQQ7XJVtMjTEzZehJq14X87r5C2N8bP9JF9dXqZeCl,0,0,Fotos,,,,,Total,33847,32149,281,238,15,28,9504,1313,8191,,,,,,,
984659463701386,100064720237286,"Alcaldía de Tuluá","Este día continúa siendo maravilloso 🤩",,0,"10/26/2024 09:55",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid032yodWPtjtLZK7RU4PceGkdqj1K7QDSioPxiJxJnkRYbxgUjJcQ17eYQhqRYnGbtHl,0,0,Fotos,,,,,Total,15465,14564,526,421,64,41,3915,861,3054,,,,,,,
984658830368116,100064720237286,"Alcaldía de Tuluá","¡Seguimos aquí en el Coliseo de Ferias viviendo el Mundo de la Fantasía! 🎉✨ 

Los invitamos a que vengan a disfrutar de nuestros maravillosos stands llenos de magia y diversión. ¡No se lo pierdan, todos los niños y niñas son bienvenidos! ✨🪄💙 #ParaSerFelices #MundoDeLaFantasía","¡Seguimos aquí en el Coliseo de Ferias viviendo el Mundo de la Fantasía! 🎉✨ 

Los invitamos a que vengan a disfrutar de nuestros maravillosos stands llenos de magia y diversión. ¡No se lo pierdan, todos los niños y niñas son bienvenidos! ✨🪄💙 #ParaSerFelices #MundoDeLaFantasía",40,"10/26/2024 09:54",uploaded,https://www.facebook.com/reel/900912975319533/,1,0,Reels,,,,,Total,1406,1374,98,77,8,13,0,,,,2408,21072.984,10.52,0,0,
984612810372718,100064720237286,"Alcaldía de Tuluá","¡Bienvenidos al Mundo de la Fantasía! 🎃✨ 

Estamos listos para vivir un espacio mágico y feliz para todos los niños y niñas. Tendremos mucha diversión y sorpresas. Ven ahora y vive una experiencia inolvidable. ¡Los esperamos! 🪄✨💙#ParaSerFelices",,0,"10/26/2024 08:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0A65JXupHLxqjJNne8WoB7DgaxHktckEdVSSsGxFcFyU79j9tGE8BwUV9YTGDqXaQl,0,0,Fotos,,,,,Total,5123,5123,161,123,14,24,1669,245,1424,,,,,,,
984092487091417,100064720237286,"Alcaldía de Tuluá","Hoy, el alcalde @gustavovelezr, participó de la Feria de Agroturismo de la @camaratulua, un evento fundamental que une a empresarios, agricultores e inversionistas tulueños.🌱✨ Este espacio promueve la innovación y la sostenibilidad, fortaleciendo la economía local. 

¡Te invitamos a que visites y hagas parte del progreso de Tuluá!  💪🏼#ParaSerFelices",,0,"10/25/2024 16:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0dhXoyqFQxSNhox5sanxQnvraKjhp8qgSYfe7116Y3RSAGV2s7smUVzy3KiXbPPNyl,0,0,Fotos,,,,,Total,8551,8193,171,124,4,43,2070,228,1838,4,,,,,,
984049500429049,100064720237286,"Alcaldía de Tuluá","¡Mañana es el gran día! 🎉✨

La Administración Municipal, invita a todos los niños a sumergirse en una aventura mágica, mañana en el Coliseo de Ferias Manuel Victoria Rojas. 🌟 ¡Desde las 10 de la mañana podrás explorar el Mundo de la Fantasía! Con inflables, dulces y estaciones llenas de actividades asombrosas y mucho más. 🎃🪄

¡Ven a recorrer caminos encantados y vivir una experiencia única! ¡No se lo pueden perder! 🎈🙌🏼💙👻✨ #ParaSerFelices","¡Mañana es el gran día! 🎉✨

La Administración Municipal, invita a todos los niños a sumergirse en una aventura mágica, mañana en el Coliseo de Ferias Manuel Victoria Rojas. 🌟 ¡Desde las 10 de la mañana podrás explorar el Mundo de la Fantasía! Con inflables, dulces y estaciones llenas de actividades asombrosas y mucho más. 🎃🪄

¡Ven a recorrer caminos encantados y vivir una experiencia única! ¡No se lo pueden perder! 🎈🙌🏼💙👻✨ #ParaSerFelices",45,"10/25/2024 15:11",N/A,https://www.facebook.com/reel/1062837988549266/,1,0,Reels,,,,,Total,1224,1209,77,54,7,16,0,,,,2007,11948.241,6.823,0,0,
2343645415984978,100064720237286,"Alcaldía de Tuluá","¡Amigos con el Alcalde 👧🏻🎈🪅💙🗣️","¡Amigos con el Alcalde 👧🏻🎈🪅💙🗣️

Bienvenidos a este espacio creado para la comunidad. Hoy estaremos con tres pequeños grandes amigos hablando de diferentes temas e interactuando con nuestra comunidad tulueña.

¡Vamos a construir una Tuluá #ParaSerFelices! 💙",2757,"10/25/2024 10:23",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/2343645415984978/,0,0,"En vivo",,,,,Total,3066,2917,448,335,66,47,,,,,5041,151149.209,35.356,0,,
983673357133330,100064720237286,"Alcaldía de Tuluá","¡32 hombres y mujeres serán guardianes de espacio público!🦺✅

Con el objetivo de fortalecer el diálogo y la sana convivencia en nuestro municipio, este grupo que desde enero ha trabajado por el diálogo y la seguridad ahora, estarán identificados con nuevos uniformes para facilitar su reconocimiento. 

¡Construyamos juntos un mejor municipio! #ParaSerFelices🙌🏼💙","¡32 hombres y mujeres serán guardianes de espacio público!🦺✅

Con el objetivo de fortalecer el diálogo y la sana convivencia en nuestro municipio, este grupo que desde enero ha trabajado por el diálogo y la seguridad ahora, estarán identificados con nuevos uniformes para facilitar su reconocimiento. 

¡Construyamos juntos un mejor municipio! #ParaSerFelices🙌🏼💙",99,"10/25/2024 04:26",uploaded,https://www.facebook.com/reel/1312462619744795/,1,0,Reels,,,,,Total,1573,1485,114,88,16,10,0,,,,2944,49431.487,18.752,0,0,
983287373838595,100064720237286,"Alcaldía de Tuluá","¡Compromiso con la Educación! 🎓✨

Hoy, el alcalde @gustavovelezr, participó en la audiencia pública “Plan Maestro” en la @universidaddelvallesedetulua. Junto a los Ministros de Educación, Daniel Rojas, y de Hacienda y Crédito Público, Ricardo Bonilla, escuchó a la comunidad estudiantil. La Administración reafirma su compromiso con el progreso educativo. 

¡Juntos avanzamos hacia un futuro mejor! #ParaSerFelices 🙌🏼💙",,0,"10/24/2024 17:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02NMgoRGmbAin8JRVN36i4DVcF6h1jFJ9gKMD53wngUKzWoNJrYtFQqPrvxrv5KoxWl,0,0,Fotos,,,,,Total,5284,5278,131,78,18,35,796,125,669,2,,,,,,
983238810510118,100064720237286,"Alcaldía de Tuluá","🎉 ¡Este sábado, los niños de Tuluá están invitados a explorar el Mundo de la Fantasía en una Aventura “ParaSerFelices”! 🌈✨

🌟 Sigue estos tips para tener un día lleno de magia, diversión y aprendizaje para disfrutar al máximo. ¡No se lo pueden perder!💙",,0,"10/24/2024 16:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0rK8XPWDe6qg4A9jqu37pG2bvFpXhq4EfQckykx6GfRYEPiiFCxDmJSsGSpyBGa9Pl,0,0,Fotos,,,,,Total,5405,5385,85,54,0,31,168,38,130,,,,,,,
983134287187237,100064720237286,"Alcaldía de Tuluá","🌟 ¡Trabajando por la sana convivencia en Tuluá! 🌟

La Administración Municipal realizó hoy la presentación del nuevo equipo de Gestores de Convivencia, un grupo comprometido con el diálogo y la colaboración en nuestra comunidad que ha trabajado desde el inicio de año pero ahora estarán identificados con un nuevo uniforme. Junto a la Policía Nacional y Agentes de Tránsito, trabajarán para promover el orden y la tranquilidad en el espacio público.

👮‍♂️💬 ¡Unámonos para construir un Tuluá mejor #ParaSerFelices!💚✨",,0,"10/24/2024 12:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0sEyH7RJXnjYyxHBaeeCAxvCs3gxFrYYCD8kYSjTJB9QzKzTDQD1NrwCuhBsVirzbl,0,0,Fotos,,,,,Total,13885,13417,164,113,11,40,4030,618,3410,2,,,,,,
